Type,key_leg3,src_lat,src_long,dest_lat,dest_long,src,dest,ready_time,Total
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-5.38861111111112,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,19399,25
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-5.64861111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,20335,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-6.33750000000001,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,22815,290
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-6.36055555555555,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,22898,307
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-6.68888888888888,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,24080,72
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-0.192222222222227,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,692,293
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-0.454722222222216,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,1637,17
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-0.716666666666669,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,2580,18
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-13.9855555555556,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,50348,17
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-17.9336111111111,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,64561,17
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-19.6308333333333,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,70671,158
Shipment,MOTHERHUB_KOL-MOTHERHUB_PAT-2.74361111111111,22.708183,88.28565,25.587197,85.185842,MOTHERHUB_KOL,MOTHERHUB_PAT,9877,888
