Facility,DH name,Cutoff,Time ,Geocoding       DH City,Geocoding LZN Classification,Metro/ ROI/    NE-J&K,REGULAR SLA,SLOW SLA,REGULAR LPHT,LPHT,Transit Time,Reach Time,Reach Time,Start Time,Reach New,Connection Time ,Connection,Difference,Difference hrs,New Difference,Comments,New LPHT
fkl-Pataudi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,SAWAI MADHOPUR,Z,,2,2,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,SWAIMADHOPUR,Z,,2,2,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-delhi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,SWAIMADHOPUR,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,SWAIMADHOPUR,Z,,2,2,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,PathankotHub_PHT,PathankotHub_PHT,10:00:00 PM,Pathankot,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-delhi,PathankotHub_PHT,PathankotHub_PHT,10:00:00 PM,Pathankot,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,PathankotHub_PHT,PathankotHub_PHT,10:00:00 PM,Pathankot,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,BarnalaHub_BRN,BarnalaHub_BRN,08:00:00 PM,Barnala,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,BarnalaHub_BRN,BarnalaHub_BRN,08:00:00 PM,Barnala,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,BarnalaHub_BRN,BarnalaHub_BRN,08:00:00 PM,Barnala,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,JaunpurHub_JNP,MotherHub_LKO,11:35:00 AM,Jaunpur,Z,,2,2,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-delhi,JaunpurHub_JNP,MotherHub_LKO,11:35:00 AM,Jaunpur,Z,,2,2,06:30:00 PM,0.77,2.5,0.88,09:07:12 PM,11:07:12 PM,0.88,11:35:00 AM,0.48,0.61,14.58,13.58,Improve,Lpht at 8p.m
fkl-Pataudi,JaunpurHub_JNP,MotherHub_LKO,11:35:00 AM,Jaunpur,Z,,2,2,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-bilaspur,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-delhi,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-delhi,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,2,2,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,2,2,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,MedicalRoadHub_GOP,MedicalRoadHub_GOP,11:25:00 AM,Gorakhpur,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:25:00 AM,0.48,0.56,13.42,12.42,Improve,Lpht at 8p.m
fkl-bilaspur,PinkCityHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-bilaspur,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,Sri Ganganagar,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,KarondHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,JabalpurHub_JBL,MotherHub_IDR,02:00:00 AM,Jabalpur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,MedicalRoadHub_GOP,MedicalRoadHub_GOP,11:25:00 AM,Gorakhpur,Z,,3,3,06:30:00 PM,0.77,2.5,0.88,09:07:12 PM,11:07:12 PM,0.88,11:25:00 AM,0.48,0.6,14.42,13.42,Improve,Lpht at 8p.m
fkl-delhi,PinkCityHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-delhi,KarondHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-delhi,JabalpurHub_JBL,MotherHub_IDR,02:00:00 AM,Jabalpur,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,MedicalRoadHub_GOP,MedicalRoadHub_GOP,11:25:00 AM,Gorakhpur,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:25:00 AM,0.48,0.56,13.42,12.42,Improve,Lpht at 8p.m
fkl-Pataudi,PinkCityHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,Sri Ganganagar,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-Pataudi,KarondHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,Bhopal,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-Pataudi,JabalpurHub_JBL,MotherHub_IDR,02:00:00 AM,Jabalpur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,ShimlaHub_SHM,ShimlaHub_SHM,08:30:00 PM,Shimla,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,08:30:00 PM,0.85,0.04,1,0,Change,Lpht at 8p.m
fkl-delhi,ShimlaHub_SHM,ShimlaHub_SHM,08:30:00 PM,Shimla,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Okay,Lpht at 8p.m
fkl-Pataudi,ShimlaHub_SHM,ShimlaHub_SHM,08:30:00 PM,Shimla,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,AmritsarHub_ATQ,AmritsarHub_ATQ,08:30:00 PM,Amritsar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,AmritsarHub_ATQ,AmritsarHub_ATQ,08:30:00 PM,Amritsar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,AmritsarHub_ATQ,AmritsarHub_ATQ,08:30:00 PM,Amritsar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,BareillyHub_BRY,BareillyHub_BRY,09:00:00 PM,Bareilly,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,BareillyHub_BRY,BareillyHub_BRY,09:00:00 PM,Bareilly,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,BareillyHub_BRY,BareillyHub_BRY,09:00:00 PM,Bareilly,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,BATHINDA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,BATHINDA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,BATHINDA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,DehradunHub_DED,DehradunHub_DED,07:30:00 PM,Dehradun,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,07:30:00 PM,0.81,0.23,5.5,4.5,Okay,No change
fkl-delhi,DehradunHub_DED,DehradunHub_DED,07:30:00 PM,Dehradun,Z,,3,3,04:00:00 PM,0.67,2.5,0.77,06:28:48 PM,08:28:48 PM,0.77,07:30:00 PM,0.81,0.04,1,0,Not possible,Reduce by 3 hrs
fkl-Pataudi,DehradunHub_DED,DehradunHub_DED,07:30:00 PM,Dehradun,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,07:30:00 PM,0.81,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,GumtiHub_KNU,GumtiHub_KNU,11:00:00 AM,UNNAO,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,11:00:00 AM,0.46,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-delhi,GumtiHub_KNU,GumtiHub_KNU,11:00:00 AM,UNNAO,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,11:00:00 AM,0.46,0.67,16,15,Improve,Lpht at 8p.m
fkl-Pataudi,GumtiHub_KNU,GumtiHub_KNU,11:00:00 AM,UNNAO,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,11:00:00 AM,0.46,0.81,19.5,18.5,Improve,Lpht at 8p.m
fkl-bilaspur,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,Meerut,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,Meerut,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,Meerut,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HAPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HAPUR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HAPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Mohali,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Mohali,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Mohali,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,MoradabadHub_MRD,MoradabadHub_MRD,09:00:00 PM,Moradabad,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MoradabadHub_MRD,MoradabadHub_MRD,09:00:00 PM,Moradabad,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MoradabadHub_MRD,MoradabadHub_MRD,09:00:00 PM,Moradabad,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,Muzaffarnagar,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,Muzaffarnagar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,Muzaffarnagar,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Indore,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Indore,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Indore,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,AzamgarhHub_AZM,MotherHub_LKO,11:35:00 AM,AZAMGARH,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-delhi,AzamgarhHub_AZM,MotherHub_LKO,11:35:00 AM,AZAMGARH,Z,,3,3,06:30:00 PM,0.77,2.5,0.88,09:07:12 PM,11:07:12 PM,0.88,11:35:00 AM,0.48,0.61,14.58,13.58,Improve,Lpht at 8p.m
fkl-Pataudi,AzamgarhHub_AZM,MotherHub_LKO,11:35:00 AM,AZAMGARH,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-bilaspur,BharatpurHub_BTP,MotherHub_JAI,12:00:00 AM,BHARATPUR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-Pataudi,BharatpurHub_BTP,MotherHub_JAI,12:00:00 AM,BHARATPUR,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,NOIDA,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,10:00:00 AM,0.42,0.5,12,11,Improve,Lpht at 8p.m
fkl-delhi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,NOIDA,Z,,3,3,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,NOIDA,Z,,3,3,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,10:00:00 AM,0.42,0.54,13,12,Improve,Lpht at 8p.m
fkl-bilaspur,ChandigarhHub_DEL,ChandigarhHub_DEL,08:30:00 PM,Chandigarh,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,ChandigarhHub_DEL,ChandigarhHub_DEL,08:30:00 PM,Chandigarh,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,ChandigarhHub_DEL,ChandigarhHub_DEL,08:30:00 PM,Chandigarh,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
