Facility,DH name,Cutoff,Time ,Geocoding       DH City,Geocoding LZN Classification,Metro/ ROI/    NE-J&K,REGULAR SLA,SLOW SLA,REGULAR LPHT,LPHT,Transit Time,Reach Time,Reach Time,Start Time,Reach New,Connection Time ,Connection,Difference,Difference hrs,New Difference,Comments,New LPHT
fkl-Pataudi,HoshiarpurHub_HAP,HoshiarpurHub_HAP,10:00:00 PM,Jalandhar,Z,,4,4,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,BarabankiHub_BBK,MotherHub_LKO,11:35:00 AM,NAWABGANJ,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-delhi,BarabankiHub_BBK,MotherHub_LKO,11:35:00 AM,NAWABGANJ,Z,,4,4,06:30:00 PM,0.77,2.5,0.88,09:07:12 PM,11:07:12 PM,0.88,11:35:00 AM,0.48,0.61,14.58,13.58,Improve,Lpht at 8p.m
fkl-Pataudi,BarabankiHub_BBK,MotherHub_LKO,11:35:00 AM,NAWABGANJ,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,11:35:00 AM,0.48,0.57,13.58,12.58,Improve,Lpht at 8p.m
fkl-bilaspur,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,FATEHGARH SAHIB,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,FATEHGARH SAHIB,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,FATEHGARH SAHIB,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Rupnagar,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Rupnagar,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,MohaliHub_IXC,MohaliHub_IXC,08:30:00 PM,Rupnagar,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,Gurdaspur,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,KALANAUR,Z,,4,4,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,KALANAUR,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,GurdaspurHub_GDS,GurdaspurHub_GDS,10:00:00 PM,KALANAUR,Z,,4,4,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,YamunaNagarHub_YNR,YamunaNagarHub_YNR,09:00:00 PM,RADAUR,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,YamunaNagarHub_YNR,YamunaNagarHub_YNR,09:00:00 PM,RADAUR,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,YamunaNagarHub_YNR,YamunaNagarHub_YNR,09:00:00 PM,RADAUR,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,SirsaHub_SRS,SirsaHub_SRS,09:00:00 PM,RANIA,Z,,4,4,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,09:00:00 PM,0.88,0.13,3,2,Not possible,Reduce by 1 hr
fkl-delhi,SirsaHub_SRS,SirsaHub_SRS,09:00:00 PM,RANIA,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,SirsaHub_SRS,SirsaHub_SRS,09:00:00 PM,RANIA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,09:00:00 PM,0.88,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-bilaspur,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HASSANPUR,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HASSANPUR,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HASSANPUR,Z,,4,4,09:30:00 PM,0.9,1.5,0.96,11:02:24 PM,01:02:24 AM,0.96,04:00:00 AM,04:00:00 AM,,,,Okay,No change
fkl-bilaspur,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HODAL,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HODAL,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,PalwalHub_PLW,PalwalHub_PLW,09:30:00 PM,HODAL,Z,,4,4,09:30:00 PM,0.9,1.5,0.96,11:02:24 PM,01:02:24 AM,0.96,04:00:00 AM,04:00:00 AM,,,,Okay,No change
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,DABRA,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,DABRA,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,DABRA,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,HANUMANGARH,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-Pataudi,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,HANUMANGARH,Z,,4,4,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,MAHENDRAGARH,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,MAHENDRAGARH,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,MAHENDRAGARH,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,BharatpurHub_BTP,MotherHub_JAI,12:00:00 AM,BHARATPUR,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-bilaspur,BikanerHub_BKB,MotherHub_JAI,12:00:00 AM,Bikaner,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,BikanerHub_BKB,MotherHub_JAI,12:00:00 AM,Bikaner,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,BikanerHub_BKB,MotherHub_JAI,12:00:00 AM,Bikaner,Z,,4,4,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,Sri Ganganagar,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-Pataudi,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,Sri Ganganagar,Z,,4,4,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,RAJSAMAND,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-delhi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,RAJSAMAND,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,RAJSAMAND,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-bilaspur,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,BANSWARA,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-delhi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,BANSWARA,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,BANSWARA,Z,,4,4,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-bilaspur,KalaninagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,KalaninagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,KalaninagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,RAISEN,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,RAISEN,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,RAISEN,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,ITARSI,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,ITARSI,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,ITARSI,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,HARDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,HARDA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,HARDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BUDNI,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BUDNI,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BUDNI,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BETUL,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BETUL,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,BETUL,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,SEONI MALWA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,SEONI MALWA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,SEONI MALWA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,HOSHANGABAD,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,HOSHANGABAD,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,HOSHANGABAD,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,VIDISHA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,VIDISHA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,VidyanagarHub_BHO,MotherHub_IDR,02:00:00 AM,VIDISHA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,GUNA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,GUNA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,GUNA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,BEHROR,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,BEHROR,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,BEHROR,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-bilaspur,IndoreHub_IDR,MotherHub_IDR,02:00:00 AM,DEPALPUR,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,IndoreHub_IDR,MotherHub_IDR,02:00:00 AM,DEPALPUR,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,IndoreHub_IDR,MotherHub_IDR,02:00:00 AM,DEPALPUR,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,GOHAD,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,GOHAD,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,GOHAD,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,Gwalior,Z,,4,4,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,NAGDA,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Mahidpur,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Mahidpur,Z,,4,4,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,UjjainHub_UJN,MotherHub_IDR,02:00:00 AM,Mahidpur,Z,,4,4,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,FatehabadHub_FHB,FatehabadHub_FHB,09:00:00 PM,Fatehabad,Z,,4,4,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,Bathinda,Z,,4,4,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,Bathinda,Z,,4,4,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,BhatindaHub_BUP,BhatindaHub_BUP,10:00:00 PM,Bathinda,Z,,4,4,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
